0,0,0.95313,0,0
30,0,0.955,0,0
60,0,0.95677,0,0
90,0,0.95846,0,0
120,0,0.96007,0,0
150,0,0.9616,0,0
180,0,0.96306,0,0
210,0,0.96444,0,0
240,0,0.96576,0,0
270,0,0.96701,0,0
300,0,0.96821,0,0
330,0,0.96934,0,0
360,0,0.97042,0,0
390,0,0.97145,0,0
420,0,0.97243,0,0
450,0,0.97336,0,0
480,0,0.97424,0,0
510,0,0.97508,0,0
540,0,0.97588,0,0
570,0,0.97664,0,0
600,0,0.97736,0,0
630,0,0.97805,0,0
660,0,0.9787,0,0
690,0,0.97932,0,0
720,0,0.9799,0,0
750,0,0.98046,0,0
780,0,0.98099,0,0
810,0,0.98149,0,0
840,0,0.98197,0,0
870,0,0.98242,0,0
900,0,0.98285,0,0
930,0,0.98325,0,0
960,0,0.98364,0,0
990,0,0.984,0,0
1020,0,0.98434,0,0
1050,0,0.98467,0,0
1080,0,0.98497,0,0
1110,0,0.98526,0,0
1140,0,0.98553,0,0
1170,0,0.98579,0,0
1200,0,0.98602,0,0
1230,0,0.98625,0,0
1260,0,0.98646,0,0
1290,0,0.98665,0,0
1320,0,0.98684,0,0
1350,0,0.987,0,0
1380,0,0.98716,0,0
1410,0,0.9873,0,0
1440,0,0.98743,0,0
1470,0,0.98755,0,0
1500,0,0.98766,0,0
1530,0,0.98775,0,0
1560,0,0.98784,0,0
1590,0,0.98791,0,0
1620,0,0.98797,0,0
1650,0,0.98802,0,0
1680,0,0.98806,0,0
1710,0,0.98809,0,0
1740,0,0.9881,0,0
1770,0,0.98811,0,0
1800,0,0.9881,0,0
1830,0,0.98808,0,0
1860,0,0.98805,0,0
1890,0,0.98801,0,0
1920,0,0.98796,0,0
1950,0,0.98789,0,0
1980,0,0.98781,0,0
2010,0,0.98772,0,0
2040,0,0.98761,0,0
2070,0,0.98748,0,0
2100,0,0.98735,0,0
2130,0,0.98719,0,0
2160,0,0.98702,0,0
2190,0,0.98683,0,0
2220,0,0.98662,0,0
2250,0,0.9864,0,0
2280,0,0.98615,0,0
2310,0,0.98588,0,0
2340,0,0.98558,0,0
2370,0,0.98526,0,0
2400,0,0.98491,0,0
2430,0,0.98454,0,0
2460,0,0.98413,0,0
2490,0,0.98369,0,0
2520,0,0.98321,0,0
2550,0,0.98269,0,0
2580,0,0.98213,0,0
2610,0,0.98153,0,0
2640,0,0.98088,0,0
2670,0,0.98017,0,0
2700,0,0.97941,0,0
2730,0,0.97859,0,0
2760,0,0.9777,0,0
2790,0,0.97674,0,0
2820,0,0.9757,0,0
2850,0,0.97457,0,0
2880,0,0.97335,0,0
2910,0,0.97203,0,0
2940,0,0.97059,0,0
2970,0,0.96904,0,0
3000,0,0.96736,0,0
3030,0,0.96553,0,0
3060,0,0.96354,0,0
3090,0,0.96139,0,0
3120,0,0.95905,0,0
3150,0,0.9565,0,0
3180,0,0.95373,0,0
3210,0,0.95071,0,0
3240,0,0.94743,0,0
3270,0,0.94385,0,0
3300,0,0.93995,0,0
3330,0,0.9357,0,0
3360,0,0.93107,0,0
3390,0,0.92601,0,0
3420,0,0.92049,0,0
3450,0,0.91446,0,0
3480,0,0.90787,0,0
3510,0,0.90068,0,0
3540,0,0.89281,0,0
3570,0,0.88421,0,0
3600,0,0.87481,0,0
3630,0,0.86452,0,0
3660,0,0.85326,0,0
3690,0,0.84095,0,0
3720,0,0.82747,0,0
3750,0,0.81271,0,0
3780,0,0.79656,0,0
3810,0,0.77888,0,0
3840,0,0.75953,0,0
3870,0,0.73834,0,0
3900,0,0.71514,0,0
3930,0,0.68975,0,0
3960,0,0.66196,0,0
3990,0,0.63153,0,0
4020,0,0.59824,0,0
4050,0,0.56182,0,0
4080,0,0.52197,0,0
4110,0,0.47839,0,0
4140,0,0.43074,0,0
4170,0,0.37865,0,0
4200,0,0.32173,0,0
4230,0,0.25956,0,0
4260,0,0.19168,0,0
4290,0,0.11758,0,0
4320,0,0.036746,0,0
4350,0,0,0,0
4380,0,0,0,0
4410,0,0,0,0
4440,0,0,0,0
4470,0,0,0,0
4500,0,0,0,0
4530,0,0,0,0
4560,0,0,0,0
4590,0,0,0,0
4620,0,0,0,0
4650,0,0,0,0
4680,0,0,0,0
4710,0,0,0,0
4740,0,0,0,0
4770,0,0,0,0
4800,0,0,0,0
4830,0,0,0,0
4860,0,0,0,0
4890,0,0,0,0
4920,0,0,0,0
4950,0,0,0,0
4980,0,0,0,0
5010,0,0,0,0
5040,0,0,0,0
5070,0,0,0,0
5100,0,0,0,0
5130,0,0,0,0
5160,0,0,0,0
5190,0,0,0,0
5220,0,0,0,0
5250,0,0,0,0
5280,0,0,0,0
5310,0,0,0,0
5340,0,0,0,0
5370,0,0,0,0
5400,0,0,0,0
5430,0,0,0,0
5460,0,0,0,0
5490,0,0,0,0
5520,0,0,0,0
5550,0,0,0,0
5580,0,0,0,0
5610,0,0,0,0
5640,0,0,0,0
5670,0,0,0,0
5700,0,0,0,0
5730,0,0,0,0
5760,0,0,0,0
5790,0,0,0,0
5820,0,0,0,0
5850,0,0,0,0
5880,0,0,0,0
5910,0,0,0,0
5940,0,0,0,0
5970,0,0,0,0
6000,0,0,0,0
6030,0,0,0,0
6060,0,0,0,0
6090,0,0,0,0
6120,0,0,0,0
6150,0,0,0,0
6180,0,0,0,0
6210,0,0,0,0
6240,0,0,0,0
6270,0,0,0,0
6300,0,0,0,0
6330,0,0,0,0
6360,0,0,0,0
6390,0,0,0,0
6420,0,0,0,0
6450,0,0,0,0
6480,0,0,0,0
6510,0,0,0,0
6540,0,0,0,0
6570,0,0,0,0
6600,0,0,0,0
6630,0,0,0,0
6660,0,0,0,0
6690,0,0,0,0
6720,0,0,0,0
6750,0,0,0.0015929,0
6780,0,0,0.061948,0
6810,0,0,0.11786,0
6840,0,0,0.16966,0
6870,0,0,0.21765,0
6900,0,0,0.26213,0
6930,0,0,0.30337,0
6960,0,0,0.34159,0
6990,0,0,0.37705,0
7020,0,0,0.40994,0
7050,0,0,0.44045,0
7080,0,0,0.46878,0
7110,0,0,0.49508,0
7140,0,0,0.51951,0
7170,0,0,0.54221,0
7200,0,0,0.56331,0
7230,0,0,0.58294,0
7260,0,0,0.60119,0
7290,0,0,0.61817,0
7320,0,0,0.63398,0
7350,0,0,0.64871,0
7380,0,0,0.66243,0
7410,0,0,0.67522,0
7440,0,0,0.68715,0
7470,0,0,0.69828,0
7500,0,0,0.70866,0
7530,0,0,0.71836,0
7560,0,0,0.72741,0
7590,0,0,0.73588,0
7620,0,0,0.74378,0
7650,0,0,0.75118,0
7680,0,0,0.7581,0
7710,0,0,0.76457,0
7740,0,0,0.77063,0
7770,0,0,0.77631,0
7800,0,0,0.78162,0
7830,0,0,0.7866,0
7860,0,0,0.79127,0
7890,0,0,0.79565,0
