0,0,0.11195,0,0
30,0,0.11218,0,0
60,0,0.11283,0,0
90,0,0.11393,0,0
120,0,0.11548,0,0
150,0,0.1175,0,0
180,0,0.12,0,0
210,0,0.12298,0,0
240,0,0.12647,0,0
270,0,0.13047,0,0
300,0,0.13499,0,0
330,0,0.14004,0,0
360,0,0.14563,0,0
390,0,0.15177,0,0
420,0,0.15847,0,0
450,0,0.16574,0,0
480,0,0.17359,0,0
510,0,0.18201,0,0
540,0,0.19103,0,0
570,0,0.20064,0,0
600,0,0.21085,0,0
630,0,0.22166,0,0
660,0,0.23308,0,0
690,0,0.24511,0,0
720,0,0.25774,0,0
750,0,0.27097,0,0
780,0,0.28481,0,0
810,0,0.29924,0,0
840,0,0.31427,0,0
870,0,0.32988,0,0
900,0,0.34606,0,0
930,0,0.3628,0,0
960,0,0.38008,0,0
990,0,0.39789,0,0
1020,0,0.41621,0,0
1050,0,0.43502,0,0
1080,0,0.45428,0,0
1110,0,0.47397,0,0
1140,0,0.49406,0,0
1170,0,0.51451,0,0
1200,0,0.53528,0,0
1230,0,0.55633,0,0
1260,0,0.57761,0,0
1290,0,0.59906,0,0
1320,0,0.62064,0,0
1350,0,0.64229,0,0
1380,0,0.66393,0,0
1410,0,0.68551,0,0
1440,0,0.70695,0,0
1470,0,0.72817,0,0
1500,0,0.7491,0,0
1530,0,0.76966,0,0
1560,0,0.78975,0,0
1590,0,0.8093,0,0
1620,0,0.82821,0,0
1650,0,0.8464,0,0
1680,0,0.86378,0,0
1710,0,0.88028,0,0
1740,0,0.8958,0,0
1770,0,0.91027,0,0
1800,0,0.92363,0,0
1830,0,0.93584,0,0
1860,0,0.94683,0,0
1890,0,0.9566,0,0
1920,0,0.96513,0,0
1950,0,0.97243,0,0
1980,0,0.97855,0,0
2010,0,0.98355,0,0
2040,0,0.98749,0,0
2070,0,0.99049,0,0
2100,0,0.99266,0,0
2130,0,0.99408,0,0
2160,0,0.99486,0,0
2190,0,0.995,0,0
2220,0,0.99443,0,0
2250,0,0.99291,0,0
2280,0,0.98991,0,0
2310,0,0.98456,0,0
2340,0,0.97542,0,0
2370,0,0.9603,0,0
2400,0,0.93596,0,0
2430,0,0.89784,0,0
2460,0,0.83953,0,0
2490,0,0.75239,0,0
2520,0,0.62489,0,0
2550,0,0.44198,0,0
2580,0,0.18445,0,0
2610,0,0,0,0
2640,0,0,0,0
2670,0,0,0,0
2700,0,0,0,0
2730,0,0,0,0
2760,0,0,0,0
2790,0,0,0,0
2820,0,0,0,0
2850,0,0,0,0
2880,0,0,0,0
2910,0,0,0,0
2940,0,0,0,0
2970,0,0,0,0
3000,0,0,0,0
3030,0,0,0,0
3060,0,0,0,0
3090,0,0,0,0
3120,0,0,0,0
3150,0,0,0,0
3180,0,0,0,0
3210,0,0,0,0
3240,0,0,0,0
3270,0,0,0,0
3300,0,0,0.076239,0
3330,0,0,0.29521,0
3360,0,0,0.45821,0
3390,0,0,0.57877,0
3420,0,0,0.6674,0
3450,0,0,0.73213,0
3480,0,0,0.77904,0
3510,0,0,0.81262,0
3540,0,0,0.83619,0
3570,0,0,0.85214,0
3600,0,0,0.86221,0
3630,0,0,0.86761,0
3660,0,0,0.8692,0
3690,0,0,0.86757,0
3720,0,0,0.86314,0
3750,0,0,0.85621,0
3780,0,0,0.84699,0
3810,0,0,0.83565,0
3840,0,0,0.82231,0
3870,0,0,0.8071,0
3900,0,0,0.79011,0
3930,0,0,0.77146,0
3960,0,0,0.75125,0
3990,0,0,0.7296,0
4020,0,0,0.7066,0
4050,0,0,0.68238,0
4080,0,0,0.65705,0
4110,0,0,0.63072,0
4140,0,0,0.60352,0
4170,0,0,0.57556,0
4200,0,0,0.54695,0
4230,0,0,0.51781,0
4260,0,0,0.48824,0
4290,0,0,0.45835,0
4320,0,0,0.42824,0
4350,0,0,0.39799,0
4380,0,0,0.36771,0
4410,0,0,0.33746,0
4440,0,0,0.30735,0
4470,0,0,0.27743,0
4500,0,0,0.24778,0
4530,0,0,0.21846,0
4560,0,0,0.18952,0
4590,0,0,0.16103,0
4620,0,0,0.13303,0
4650,0,0,0.10557,0
4680,0,0,0.07868,0
4710,0,0,0.052402,0
4740,0,0,0.026766,0
4770,0,0,0.0018018,0
4800,0,0,0,0
4830,0,0,0,0
4860,0,0,0,0
4890,0,0,0,0
4920,0,0,0,0
4950,0,0,0,0
4980,0,0,0,0
5010,0,0,0,0
5040,0,0,0,0
5070,0,0,0,0
5100,0,0,0,0
5130,0,0,0,0
5160,0,0,0,0
5190,0,0,0,0
5220,0,0,0,0
5250,0,0,0,0
5280,0,0,0,0
5310,0,0,0,0
5340,0,0,0,0
5370,0,0,0,0
5400,0,0,0,0
5430,0,0,0,0
5460,0,0,0,0
5490,0,0,0,0
5520,0,0,0,0
5550,0,0,0,0
5580,0,0,0,0
5610,0,0,0,0
5640,0,0,0,0
5670,0,0,0,0
5700,0,0,0,0
5730,0,0,0,0
5760,0,0,0,0
5790,0,0,0,0
5820,0,0,0,0
5850,0,0,0,0
5880,0,0,0,0
5910,0,0,0,0
5940,0,0,0,0
5970,0,0,0,0
6000,0,0,0,0
6030,0,0,0,0
6060,0,0,0,0
6090,0,0,0,0
6120,0,0,0,0
6150,0,0,0,0
6180,0,0,0,0
6210,0,0,0,0
6240,0,0,0,0
6270,0,0,0,0
6300,0,0,0,0
6330,0,0,0,0
6360,0,0,0,0
6390,0,0,0,0
6420,0,0,0,0
6450,0,0,0,0
6480,0,0,0,0
6510,0,0,0,0
6540,0,0,0,0
6570,0,0,0,0
6600,0,0,0,0
6630,0,0,0,0
6660,0,0,0,0
6690,0,0,0,0
6720,0,0,0,0
6750,0,0,0,0
6780,0,0,0,0
6810,0,0,0,0
6840,0,0,0,0
6870,0,0,0,0
6900,0,0,0,0
6930,0,0,0,0
6960,0,0,0,0
6990,0,0,0,0
7020,0,0,0,0
7050,0,0,0,0
7080,0,0,0,0
7110,0,0,0,0
7140,0,0,0,0
