0,0,0
30,0,0
60,0,0
90,0,0
120,0,0
150,0,0
180,0,0
210,0,0
240,0,0
270,0,0
300,0,0
330,0,0
360,0,0
390,0,0
420,0,0
450,0,0
480,0,0
510,0,0
540,0,0
570,0,0
600,0,0
630,0,0
660,0,0
690,0,0
720,0,0
750,0,0
780,0,0
810,0,0
840,0,0
870,0,0
900,0,0
930,0,0
960,0,0
990,0,0
1020,0,0
1050,0,0
1080,0,0
1110,0,0
1140,0,0
1170,0,0
1200,0,0
1230,0,0
1260,0,0
1290,0,0
1320,0,0
1350,0,0
1380,0,0
1410,0,0
1440,0,0
1470,0,0
1500,0,0
1530,0,0
1560,0,0
1590,0,0
1620,0,0
1650,0,0
1680,0,0
1710,0,0
1740,0,0
1770,0,0
1800,0,0
1830,0,0
1860,0,0
1890,0,0
1920,0,0
1950,0,0
1980,0,0
2010,0,0
2040,0,0
2070,0,0
2100,0,0
2130,0,0
2160,0,0
2190,0,0
2220,0,0
2250,0,0
2280,0,0
2310,0,0
2340,0,0
2370,0,0
2400,0,0
2430,0,0
2460,0,0
2490,0,0
2520,0,0
2550,0,0
2580,0,0
2610,0,0
2640,0,0
2670,0,0
2700,0,0
2730,0,0
2760,0,0
2790,0,0
2820,0,0
2850,0,0
2880,0,0
2910,0,0
2940,0,0
2970,0,0
3000,0,0
3030,0,0
3060,0,0
3090,0,0
3120,0,0
3150,0,0
3180,0,0
3210,0,0
3240,0,0
3270,0,0
3300,0,0
3330,0,0
3360,0,0
3390,0,0
3420,0,0
3450,0,0
3480,0,0
3510,0,0
3540,0,0
3570,0,0
3600,0,0
3630,0,0
3660,0,0
3690,0,0
3720,0,0
3750,0,0
3780,0,0
3810,0,0
3840,0,0
3870,0,0
3900,0,0
3930,0,0
3960,0,0
3990,0,0
4020,0,0
4050,0,0
4080,0,0
4110,0,0
4140,0,0
4170,0,0
4200,0,0
4230,0,0
4260,0,0
4290,0,0
4320,0,0
4350,0,0
4380,0,0
4410,0,0
4440,0,0
4470,0,0
4500,0,0
4530,0,0
4560,0,0
4590,0,0
4620,0,0
4650,0,0
4680,0,0
4710,0,0
4740,0,0
4770,0,0
4800,0,0
4830,0,0
4860,0,0
4890,0,0
4920,0,0
4950,0,0
4980,0,0.00018654
5010,0,0.043826
5040,0,0.083939
5070,0,0.12085
5100,0,0.15486
5130,0,0.18622
5160,0,0.21517
5190,0,0.24192
5220,0,0.26665
5250,0,0.28953
5280,0,0.31071
5310,0,0.33033
5340,0,0.34851
5370,0,0.36536
5400,0,0.38098
5430,0,0.39546
5460,0,0.40888
5490,0,0.42133
5520,0,0.43286
5550,0,0.44353
5580,0,0.45342
5610,0,0.46255
5640,0,0.47099
5670,0,0.47877
5700,0,0.48594
5730,0,0.49253
5760,0,0.49857
5790,0,0.50409
5820,0,0.50912
5850,0,0.51369
5880,0,0.51781
5910,0,0.52152
5940,0,0.52483
5970,0,0.52775
6000,0,0.53031
6030,0,0.53252
6060,0,0.53439
6090,0,0.53594
6120,0,0.53718
6150,0,0.53812
6180,0,0.53877
6210,0,0.53914
6240,0,0.53924
6270,0,0.53907
6300,0,0.53864
6330,0,0.53796
6360,0,0.53704
6390,0,0.53588
6420,0,0.53448
6450,0,0.53286
6480,0,0.531
6510,0,0.52893
6540,0,0.52663
6570,0,0.52412
6600,0,0.5214
6630,0,0.51846
6660,0,0.51531
6690,0,0.51196
6720,0,0.50839
6750,0,0.50463
6780,0,0.50065
6810,0,0.49648
6840,0,0.4921
6870,0,0.48751
6900,0,0.48272
6930,0,0.47773
6960,0,0.47253
6990,0,0.46713
7020,0,0.46152
7050,0,0.45571
7080,0,0.44969
7110,0,0.44346
7140,0,0.43702
7170,0,0.43037
7200,0,0.4235
7230,0,0.41642
7260,0,0.40912
7290,0,0.40161
7320,0,0.39387
7350,0,0.3859
7380,0,0.37772
7410,0,0.3693
7440,0,0.36065
7470,0,0.35176
7500,0,0.34264
7530,0,0.33328
7560,0,0.32367
7590,0,0.31382
7620,0,0.30372
7650,0,0.29336
7680,0,0.28274
7710,0,0.27186
7740,0,0.26072
7770,0,0.24931
7800,0,0.23762
7830,0,0.22565
7860,0,0.2134
7890,0,0.20087
7920,0,0.18804
7950,0,0.17492
7980,0,0.16149
8010,0,0.14776
8040,0,0.13371
8070,0,0.11935
8100,0,0.10467
8130,0,0.089654
8160,0,0.074308
8190,0,0.058623
8220,0,0.042592
8250,0,0.026209
8280,0,0.0094692
8310,0,0
8340,0,0
8370,0,0
8400,0,0
8430,0,0
8460,0,0
8490,0,0
8520,0,0
8550,0,0
8580,0,0
8610,0,0
8640,0,0
8670,0,0
8700,0,0
8730,0,0
8760,0,0
8790,0,0
8820,0,0
8850,0,0
8880,0,0
8910,0,0
8940,0,0
8970,0,0
9000,0,0
9030,0,0
9060,0,0
9090,0,0
9120,0,0
9150,0,0
9180,0,0
9210,0,0
9240,0,0
9270,0,0
9300,0,0
9330,0,0
9360,0,0
9390,0,0
9420,0,0
9450,0,0
9480,0,0
9510,0,0
9540,0,0
9570,0,0
9600,0,0
9630,0,0
9660,0,0
9690,0,0
9720,0,0
9750,0,0
9780,0,0
9810,0,0
9840,0,0
9870,0,0
9900,0,0
9930,0,0
9960,0,0
9990,0,0
10020,0,0
10050,0,0
10080,0,0
10110,0,0
10140,0,0
10170,0,0
10200,0,0
10230,0,0
10260,0,0
10290,0,0
10320,0,0
10350,0,0
10380,0,0
10410,0,0
10440,0,0
10470,0,0
10500,0,0
10530,0,0
10560,0,0
10590,0,0
10620,0,0
10650,0,0
10680,0,0
10710,0,0
10740,0,0
10770,0,0
10800,0,0
10830,0,0
10860,0,0
10890,0,0
10920,0,0
10950,0,0
10980,0,0
11010,0,0
11040,0,0
11070,0,0
11100,0,0
11130,0,0
11160,0,0
11190,0,0
11220,0,0
11250,0,0
11280,0,0
11310,0,0
11340,0,0
11370,0,0
11400,0,0
11430,0,0
11460,0,0
11490,0,0
11520,0,0
